Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,,,,,,,,,,,,
RA764,Southmead Health Centre,Ullswater Road,,,Bristol,Avon,BS10 6DF,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10005568,John Milton Health Clinic,7 Crow Lane,Henbury,,Bristol,Bristol,BS10 7DP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVN32,Lawrence Weston Health Centre,Lawrence Weston Clinic,Ridingleaze,,Bristol,Avon,BS11 0QE,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ40,Shirehampton Health Centre,Pembroke Road,Shirehampton,,Bristol,Avon,BS11 9SB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVN33,Hartcliffe Health Centre,Hareclive Road,,,Hareclive Road,Avon,BS13 0JP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10003993,Amelia Nutt Clinic,The Withywood Centre,Queens Road,,Bristol,Avon,BS13 8QA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
K75049,Whitchurch Health Centre,Armada Road,Whitchurch,,Bristol,Avon,BS14 0SU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ25,Fishponds Health Centre,Beechwood Road,,,Bristol,Avon,BS16 3TD,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ80,Downend Clinic,Buckingham Gardens,,,Bristol,Avon,BS16 5TW,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10003661,Emersons Green Medical Centre,St Lukes Close,Emersons Green,,Bristol,South Gloucestershire,BS16 7AL,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10005804,Lawrence Hill Health Centre,Hassell Drive,Lawrence Hill,,Bristol,Avon,BS2 0AN,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10006573,Pill Health Clinic,Station Road,Pill,,Bristol,North Somerset,BS20 0AB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ41,Portishead Health Centre,Victoria Square,Portishead,,Bristol,Avon,BS20 6AQ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10005946,The Marina Healthcare Centre,2 Haven View,,,Portishead,Somerset,BS20 7QA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ45,Clevedon Health Centre,Old Street,,,Clevedon,Avon,BS21 6DG,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10008139,Worle Health Centre,125 High Street,Worle,,Bristol,Somerset,BS22 6HB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10006990,St Georges Medical Centre & Car Park,135 Pastures Avenue,St Georges,,Weston Super Mare,Somerset,BS22 7SB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10004908,For All Healthy Living Centre,68 Lonsdale Avenue,,,Weston-Super-Mare,North Somerset,BS23 3SJ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ83,Cadbury Heath Health Centre,Parkwall Road,,,Bristol,Avon,BS30 8HS,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10006517,Patchway Clinic,Thirlmere Road,Patchway,,Bristol,South Gloucestershire,BS34 5PD,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RA780,Concord Medical Centre,Braydon Avenue,Little Stoke,,Bristol,Avon,BS34 6BQ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10007522,Thornbury Health Centre,Eastland Road,,,Bristol,South Gloucestershire,BS35 1DP,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RA766,Yate Health Centre,21 West Walk,Yate,,Bristol,Avon,BS37 4AX,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10006923,Knowle West Healthy Living Centre,9 Knowle West Health Park,Downton Road,,Bristol,Avon,BS4 1WH,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10005694,Knowle Clinic,Broadfield Road,Knowle,,Bristol,Avon,BS4 2UH,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10003607,Brooklea Health Centre,Wick Road,,,Bristol,Bristol,BS4 4HU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10004437,Charlotte Keel Health Centre,Seymour Road,Easton,,Bristol,Bristol,BS5 0UA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVNDG,East Trees Health Centre,100a Fishponds Road,Eastville,,Bristol,Avon,BS5 6SA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
NLW18,Eastville Health Centre,East Park,,,Bristol,Avon,BS5 6YA,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVNEL,Speedwell Centre,Whitefield Road,Speedwell,,Bristol,Avon,BS5 7TJ,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10008032,Wellspring Healthy Living Centre,Beam Street,,,Bristol,Bristol,BS5 9QY,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10006111,Montpelier Health Centre,Bath Buildings,,,Bristol,Bristol,BS6 5PT,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
K75046,Hampton House Health Centre,St Michaels Hill,Cotham,,Bristol,Avon,BS6 6AU,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
10004973,Filton Clinic,Shields Avenue,Filton,,Bristol,South Gloucestershire,BS7 0RR,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ46,Horfield Health Centre,Lockleaze Road,,,Bristol,Avon,BS7 9RR,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
RVJ_S043,Concord Medical Centre,Braydon Avenue,,,Bristol,Avon,BS34 6QB,Polyclinc and General Practice,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",,,,,,,,,,,,
Y01127,Neetside Surgery,Methodist Church Hall,Leven Road,Leven Road,Bude,Cornwall,EX23 8LA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82008,Stratton Medical Centre,Hospital Road,Stratton,,Bude,Cornwall,EX23 9BP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y00969003,Rame Group Practice: Millbrook Surgery,Greenland,Millbrook,,Torpoint,Cornwall,PL10 1DE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y00969,Rame Group Practice,Penntorr Health,Trevol Road,,Torpoint,Cornwall,PL11 2TB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82066,Port View Surgery,Higher Port View,,,Saltash,Cornwall,PL12 4BU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82043,Quay Lane Surgery,Old Quay Lane,St. Germans,,Saltash,Cornwall,PL12 5LH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8G4,St Germans Surgery,Quay Lane Surgery,Old Quay Lane,St. Germans,Saltash,Cornwall,PL12 5LH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82022002,Old Bridge Surgery: Pelynt Surgery,Summer Lane,Pelynt,,Looe,Cornwall,PL13 2LP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82022001,Old Bridge Surgery: Polperro Surgery,The Coombes,,,Polperro,Cornwall,PL13 2RQ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82050,Rosedean Surgery,8 Dean Street,,,Liskeard,Cornwall,PL14 4AQ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
N0P7O,Bosvena Health - Polyphant House,Polyphant House,Bowden-Derra Park,Polyphant,Launceston,Cornwall,PL15 7PU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82030,Launceston Medical Centre,Landlake Road,,,Launceston,Cornwall,PL15 9HH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82012,Tamar Valley Health,Haye Road,,,Callington,Cornwall,PL17 7AW,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82039,Lostwithiel Surgery,North Street,,,Lostwithiel,Cornwall,PL22 0EF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82035,Fowey River Practice,Rawlings Lane,,,Fowey,Cornwall,PL23 1DT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82035002,Fowey River Practice: Polruan Surgery,The Quay,,,Polruan,Cornwall,PL23 1PA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82026,Middleway Surgery,St. Blazey,,,Par,Cornwall,PL24 2JL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y04957,St. Austell Health Group,1 Wheal Northey,,,St. Austell,Cornwall,PL25 3EF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y04957004,St. Austell Health Group: Carlyon Road Health Hub,14 Carlyon Road,,,St. Austell,Cornwall,PL25 4EG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y04957001,St. Austell Health Group: Park Medical Centre,19 Bridge Road,,,St. Austell,Cornwall,PL25 5HE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82025001,Mevagissey Surgery: Gorran Haven Surgery,Old Lime Kiln,,,Gorran Haven,Cornwall,PL26 6JG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82025,Mevagissey Surgery,River Street,Mevagissey,,St Austell,Cornwall,PL26 6UE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82045006,Probus Surgery: Merlin Centre,Bradbury House,Hewas Water,,St. Austell,Cornwall,PL26 7JF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82011,Brannel Surgery,58 Rectory Road,St. Stephen,,St. Austell,Cornwall,PL26 7RL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y04957003,St. Austell Health Group: Foxhole Medical Centre,Carpalla Road,Foxhole,,St. Austell,Cornwall,PL26 7TZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82051001,The Clays Practice: St. Dennis Surgery,Fore Street,,,St. Dennis,Cornwall,PL26 8AD,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82051002,The Clays Practice: Bugle Surgery,Roche Road,,,Bugle,Cornwall,PL26 8PP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82003001,Port Isaac Surgery: Bridge Medical Centre,Harbour Road,,,Wadebridge,Cornwall,PL27 7AH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82023005,Petroc Group Practice: St. Merryn Surgery,St. Merryn,,,Padstow,Cornwall,PL28 8NP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82003,Port Isaac Surgery,Hillson Close,,,Port Issac,Cornwall,PL29 3TR,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82003002,Port Isaac Surgery: St. Kew Surgery,St. Kew Highway,,,Bodmin,Cornwall,PL30 3ED,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82007001,Camelford Medical Practice: St Breward Surgery,Brookside Court,Row,St. Breward,Bodmin,Cornwall,PL30 4LN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82010,Bosvena Health,Stillmoor House Medical Practice,Bell Lane,,Bodmin,Cornwall,PL31 2JJ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82007,Camelford Medical Practice,Churchfield,,,Camelford,Cornwall,PL32 9YT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82007002,Camelford Medical Practice: Delabole Surgery,1A Pengelly,,,Delabole,Cornwall,PL33 9AN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFQ1,Tintagel Medical Centre,Bossiney Road,,,Tintagel,Cornwall,PL34 0AE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82058,Bottreaux Surgery,Nr Doctors Hill,,,Boscastle,Cornwall,PL35 0BG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REF42,Lemon Street Surgery,18 Lemon Street,,,Truro,Cornwall,TR1 2LS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82006003,Penryn Surgery: Hendra Surgery,44 Lower Market Street,,,Penryn,Cornwall,TR10 8BH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8AP,Kenrick Road,29 Kenrick Road,,,Penryn,Cornwall,TR10 8NS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82052,Trescobeas Surgery,Trescobeas Road,,,Falmouth,Cornwall,TR11 2UN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82622002,Westover Surgery: Woodlane Surgery,Trelawney Road,,,Falmouth,Cornwall,TR11 3GP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82622,Westover Surgery,Western Terrace,,,Falmouth,Cornwall,TR11 4QJ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82056003,Mullion & Constantine Group Practice: Constantine Surgery,9 Bowling Green,Constantine,,Falmouth,Cornwall,TR11 5AP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82006002,Penryn Surgery: Mawnan Smith Surgery,Goldmartin Square,Mawnan Smith,,Falmouth,Cornwall,TR11 5EP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82052002,Trescobeas Surgery: Mylor Surgery,Lemon Hill,,,Mylor Bridge,Cornwall,TR11 5ND,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82057,St Keverne Health Centre,St. Keverne,,,Helston,Cornwall,TR12 6PB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82056002,Mullion & Constantine Group Practice: Ruan Minor Surgery,Glebe Place,,,Ruan Minor,Cornwall,TR12 7JW,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82056001,Mullion & Constantine Group Practice: The Lizard Surgery,2 Kynance Terrace,,,The Lizard,Cornwall,TR12 7NZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82059,Meneage Street Surgery,100 Meneage Street,,,Helston,Cornwall,TR13 8RF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82018001,Helston Medical Centre: Porthleven Surgery,Sunset Gardens,,,Porthleven,Cornwall,TR13 9BT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82068,Godolphin Health,Praze-AN-Beeble Surgery,School Road,Praze-AN-Beeble,Camborne,Cornwall,TR14 0LB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82044001,Veor Surgery: The Old Fire Station,Weeth Lane,,,Camborne,Cornwall,TR14 7DB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82044,Veor Surgery,South Terrace,,,Camborne,Cornwall,TR14 8SN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82041003,Carn to Coast Health Centres: Trevithick Surgery,Basset Road,,,Camborne,Cornwall,TR14 8TT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82042,Leatside Health Centre,Forth Noweth,,,Redruth,Cornwall,TR15 1AU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
R9X1O,Clinton Road Surgery,19 Clinton Road,,,Redruth,Cornwall,TR15 2LL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82041002,Carn to Coast Health Centres: Homecroft Surgery,Voguebeloth,Illogan,,Redruth,Cornwall,TR16 4ET,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82620,Harris Memorial Surgery,Robartes Terrace,Illogan,,Redruth,Cornwall,TR16 4RX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82041001,Carn to Coast Health Centres: St Day Surgery,17 Scorrier Street,St Day,,Redruth,Cornwall,TR16 5LH,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82620001,Harris Memorial Surgery: Lanner Surgery,Lanner Moor,,,Redruth,Cornwall,TR16 6HT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82047,Marazion Surgery,Gwallon Lane,,,Marazion,Cornwall,TR17 0HW,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82038,Atlantic Medical Group,Cape Cornwall Surgery,St. Just-in-Penwith,,Penzance,Cornwall,TR18 3DX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82021,Atlantic Medical Group: St Clare Medical Centre,St. Clare Street,,,Penzance,Cornwall,TR18 3DX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y01050,Rosmellyn Surgery,St. Clare Medical Centre,St. Clare Street,,Penzance,Cornwall,TR18 3DX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82070,Sunnyside Surgery,St. Clare Medical Centre,St. Clare Street,,Penzance,Cornwall,TR18 3DX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8D1,Mounts Bay Surgery,Sainsburys,Eastern Green,,Penzance,Cornwall,TR18 3FA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
Y01051,Morrab Surgery,2 Morrab Road,,,Penzance,Cornwall,TR18 4EL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
C7F7T,Atlantic Medical Group: Newlyn Surgery,3 New Road,Newlyn,,Penzance,Cornwall,TR18 5PZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8G3,Newlyn GP Practice,Newlyn Surgery,3 New Road,Newlyn,Penzance,Cornwall,TR18 5PZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
K8F2K,Atlantic Medical Group: Cape Cornwall Surgery,Market Street,St. Just,,Penzance,Cornwall,TR19 7HX,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82045,Probus Surgery,Tregony Road,Probus,,Truro,Cornwall,TR2 4JZ,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82048001,Roseland Surgeries: St Mawes Surgery,Hillhead,,,St. Mawes,Cornwall,TR2 5AL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82048,Roseland Surgeries,Gerrans Hill,Portscatho,,Truro,Cornwall,TR2 5EE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82045004,Probus Surgery: Tregon Surgery,Fore Street,Tregony,Tregony,Truro,Cornwall,TR2 5PD,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82048002,Roseland Surgeries: Tregony Surgery,Well Street,,,Tregony,Cornwall,TR2 5RT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82017,St. Mary's Health Centre,King Edward's Lane,,,St. Marys,Isles of Scilly,TR21 0HE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82017001,St. Mary's Health Centre: St. Agnes Surgery,The Reading Room,Community Centre,,St. Agnes,Isles of Scilly,TR22 0PL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82017002,St. Mary's Health Centre: Bryher Surgery,The Reading Room,Community Centre,,Bryher,Isles of Scilly,TR23 0PR,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82017003,St. Mary's Health Centre: Tresco Surgery,The Community Centre,Townshill,,Tresco,Isles of Scilly,TR24 0QG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82017004,St. Mary's Health Centre: St. Martins Surgery,St Martins Island Hall Community Centre,Higher Town,,St. Martin's,Isles of Scilly,TR25 0QL,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFWC,The Stennack Surgery,The Old Stennack School,Stennack Street,,St Ives,Cornwall,TR26 1RU,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82036,Bodriggy Health Centre,60 Queensway,,,Hayle,Cornwall,TR27 4PB,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82068001,Praze-An-Beeble Surgery: Connor Downs Surgery,Turnpike Road,Connor Downs,,Hayle,Cornwall,TR27 5DT,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82001001,Lander Medical Practice: Threemilestone Surgery,Pengelly Way,Threemilestone,,Truro,Cornwall,TR3 6DP,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82061,Carnon Downs Surgery,Bissoe Road,Carnon Downs,,Truro,Cornwall,TR3 6JD,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFE9,Devoran Surgery,Quay Road,Devoran,,Truro,Cornwall,TR3 6PW,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82006001,Penryn Surgery: Stithians Surgery,Crellow Lane,,,Stithians,Cornwall,TR3 7BA,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82015,Chacewater Health Centre,Chacewater,,,Truro,Cornwall,TR4 8QS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82054001,St. Agnes Surgery: Mount Hawke Surgery,Short Cross Road,Mount Hawke,,Truro,Cornwall,TR4 8UE,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82054,St. Agnes Surgery,Pengarth Road,,,St. Agnes,Cornwall,TR5 0TN,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFWD,Perranporth GP Surgery,The Perranporth Surgery,,,Perranporth,Cornwall,TR6 0PS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82013,Perranporth Surgery,,,,Perranporth,Cornwall,TR6 0PS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82029,Narrowcliff Surgery,Narrowcliff,,,Newquay,Cornwall,TR7 2QF,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82045005,Probus Surgery: Summercourt Surgery,Memorial Hall,Summercourt,,Newquay,Cornwall,TR8 5DY,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82023002,Petroc Group Practice: St. Columb Road Surgery,Parka Road,St. Columb Road,,Newquay,Cornwall,TR9 6PG,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L82023,Petroc Group Practice,Trekenning Road,,,St.Columb Major,Cornwall,TR9 6RS,General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10006878,Saltash Community Clinic,Callington Road,,,Saltash,Cornwall,PL12 6DL,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ869,Looe Community Clinic,Station Road,,,Looe,Cornwall,PL13 1HA,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
K75111,Oak Tree Surgery: Pensilva Health Centre,Clemo Road,,,Liskeard,Cornwall,PL14 3XA,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10003828,Callington Community Clinic,Haye Road,,,Callington,Cornwall,PL17 7JJ,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
