LSOA21CD,LSOA21NM,IMD_Rank,LAD22NM,Urban_rural_flag,ICB23NM
E01020296,Torridge 005D,15205.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020295,Torridge 005C,14275.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020292,Torridge 005B,11343.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020283,Torridge 004D,16628.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020277,Torridge 004A,5207.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020308,Torridge 007C,15108.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020097,North Devon 013A,13309.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020278,Torridge 004B,13195.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020135,North Devon 013C,10643.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020136,North Devon 013D,20057.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020137,North Devon 013E,14991.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020119,North Devon 011D,15644.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020122,North Devon 012E,15048.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020121,North Devon 012D,18768.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020107,North Devon 011C,25588.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020285,Torridge 004F,8596.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020284,Torridge 004E,11962.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020279,Torridge 004C,13687.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020280,Torridge 003A,3767.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020282,Torridge 003C,7411.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020281,Torridge 003B,21758.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020300,Torridge 002B,25242.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020298,Torridge 002A,21094.0,Torridge,Urban,NHS Devon Integrated Care Board
E01034641,Torridge 002E,,Torridge,Urban,NHS Devon Integrated Care Board
E01020297,Torridge 001C,6707.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020049,Mid Devon 001B,14707.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020050,Mid Devon 001C,13825.0,Mid Devon,Rural,NHS Devon Integrated Care Board
E01020087,North Devon 014A,12543.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020120,North Devon 006B,23893.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020085,North Devon 012B,21447.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020128,North Devon 010D,24951.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020131,North Devon 013B,9842.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020125,North Devon 009D,28881.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020106,North Devon 011B,19704.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020084,North Devon 012A,16234.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020129,North Devon 010E,12460.0,North Devon,Urban,NHS Devon Integrated Care Board
E01034639,North Devon 012G,,North Devon,Urban,NHS Devon Integrated Care Board
E01034638,North Devon 012F,,North Devon,Urban,NHS Devon Integrated Care Board
E01020130,North Devon 010F,11950.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020124,North Devon 009C,19203.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020104,North Devon 010C,7741.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020105,North Devon 011A,22666.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020102,North Devon 010A,24943.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020123,North Devon 009B,12681.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020103,North Devon 010B,2896.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020096,North Devon 009A,8682.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020094,North Devon 008A,2291.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020095,North Devon 008B,8311.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020140,North Devon 008C,12634.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020139,North Devon 007D,5690.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020141,North Devon 008D,6180.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020132,North Devon 007A,20844.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020134,North Devon 007C,10319.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020133,North Devon 007B,25814.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020110,North Devon 005E,23355.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020093,North Devon 005D,17065.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020089,North Devon 005A,28255.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020092,North Devon 005C,27469.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020088,North Devon 006A,13443.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020090,North Devon 004A,28233.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020127,North Devon 006C,14073.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020108,North Devon 004B,21565.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020099,North Devon 002A,17596.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020117,North Devon 003C,15587.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020115,North Devon 001D,15418.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020100,North Devon 002B,10462.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020101,North Devon 002C,14588.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020118,North Devon 003D,8993.0,North Devon,Urban,NHS Devon Integrated Care Board
E01034640,Torridge 002D,,Torridge,Urban,NHS Devon Integrated Care Board
E01020299,Torridge 001D,16535.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020275,Torridge 001A,13129.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020276,Torridge 001B,17044.0,Torridge,Urban,NHS Devon Integrated Care Board
E01020288,Torridge 005A,11487.0,Torridge,Rural,NHS Devon Integrated Care Board
E01020091,North Devon 005B,28295.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020109,North Devon 004C,21464.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020116,North Devon 003B,12145.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020126,North Devon 002D,10194.0,North Devon,Rural,NHS Devon Integrated Care Board
E01020111,North Devon 001A,4381.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020113,North Devon 003A,4820.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020114,North Devon 001C,8599.0,North Devon,Urban,NHS Devon Integrated Care Board
E01020112,North Devon 001B,1469.0,North Devon,Urban,NHS Devon Integrated Care Board
